inscription_id,mutant_name,inscription_number,sat_number,Alpha,Black Uncommon,Block 286,Block 666,Block 78,Block 9,Block 9 450x,Common,First Transaction,Hitman,JPEG,Nakamoto,Omega,Paliblock Palindrome,Palindrome,Pizza,Silk Road,Uncommon,Vintage
bf41d0f9aba6c7a4afc658b93634754f79b899fde666ef347db9434c762ca487i5,ORDIMUTANT #4222,5,599543210142726,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
bf41d0f9aba6c7a4afc658b93634754f79b899fde666ef347db9434c762ca487i6,ORDIMUTANT #664,6,599543210143056,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
bf41d0f9aba6c7a4afc658b93634754f79b899fde666ef347db9434c762ca487i7,ORDIMUTANT #881,7,599543210143386,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
bf41d0f9aba6c7a4afc658b93634754f79b899fde666ef347db9434c762ca487i8,ORDIMUTANT #2536,8,599543210143716,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
bfe8e3ddc333943d1c5ecf28ca2f904774d4f1def8ef84525daec95887785079i0,ORDIMUTANT OG#31,0,45536076358,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
bff9798cc6ded6717fd904ae278e100d650f7fb7869907b9b076b8ac742d865fi0,ORDIMUTANT #3418,0,1430690178659,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
c04104aa907f9f0c4112bea05b6efdba3f01d6e098175b6b4d4a8ae21698915ei0,ORDIMUTANT OG#73,0,45536076319,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
c11ac0037a7a39c06bd2b2cf8ad9e396d8cb3c82bf083b881d86ae247b626e79i0,ORDIMUTANT #3646,0,281101330308844,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c11ac0037a7a39c06bd2b2cf8ad9e396d8cb3c82bf083b881d86ae247b626e79i1,ORDIMUTANT #2793,1,281101330309174,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c13934629c056acc0ac4881b17ef709362e541306d91687dbcc1013adcca14cbi0,ORDIMUTANT #4035,0,3071337207656,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c13934629c056acc0ac4881b17ef709362e541306d91687dbcc1013adcca14cbi1,ORDIMUTANT #2760,1,3071337207986,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c13934629c056acc0ac4881b17ef709362e541306d91687dbcc1013adcca14cbi2,ORDIMUTANT #3933,2,3071337208316,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c1bccc8a5ee4f461c6f5dddf3b1ae7aa8ccd6a390f1771c2670e91b35d57cd98i0,ORDIMUTANT #634,0,1430690191529,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
c1bccc8a5ee4f461c6f5dddf3b1ae7aa8ccd6a390f1771c2670e91b35d57cd98i2,ORDIMUTANT #195,2,1430690192189,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i0,ORDIMUTANT #486,0,162064278237208,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i1,ORDIMUTANT #1820,1,162064278237538,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i2,ORDIMUTANT #4140,2,162064278237868,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i3,ORDIMUTANT #3258,3,162064278238198,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i4,ORDIMUTANT #199,4,162064278238528,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c29565f5bba826b3e1d6d52d4f5a72be9ed66dcb752df03a7d7fe1e16d699db2i0,ORDIMUTANT #1499,0,3330194933649,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c31136ff7cc7b88af6b6d899eb639121f2659eab4af71b9aa16ae4104444730fi0,ORDIMUTANT #2371,0,823859379855738,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
c3ad90713f44d70db5da8ed13829c501f1bec3990cfa0775c7065efa3a6ca1d1i0,ORDIMUTANT #1288,0,3330194970939,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c42bf9f04bba9629c24a7d7b43d554ed611266807cd247cfdbd73ba309906fb0i0,ORDIMUTANT #2785,0,806066450195159,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
c449a5af0227c469c81f09a1b2da3280f163be3cfc22e4bda082981a70734652i0,ORDIMUTANT #4303,0,1971997499999999,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
c4e78f13eacb8c07e4f032566134e63acd2668cf22ed75cea5556d1af347176di0,ORDIMUTANT #3469,0,806066450193509,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
c535f643ae6cca311e392d3e07d960be971d7a75e944ac89602008fa33c97382i0,ORDIMUTANT #493,0,898102537770425,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c535f643ae6cca311e392d3e07d960be971d7a75e944ac89602008fa33c97382i1,ORDIMUTANT #631,1,898102537770755,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c599d6166cbecef383dd1c74ebe9c6559d7612b28ad9c2b93ebfd37023347255i0,ORDIMUTANT #62,0,281101330332604,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c5d3acdb5f927c53f2b732c0d119585a0494d8e5146bf411be5b17d10c0b5b09i0,ORDIMUTANT #4304,0,1954884999999999,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
c5fc8d175a408fd988385acc09b740779d88fb2a9e6511defb304d8005a72084i0,ORDIMUTANT #3377,0,144432016787644,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c5fc8d175a408fd988385acc09b740779d88fb2a9e6511defb304d8005a72084i1,ORDIMUTANT #607,1,144432016787974,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c5fc8d175a408fd988385acc09b740779d88fb2a9e6511defb304d8005a72084i2,ORDIMUTANT #3885,2,144432016788304,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c5fc8d175a408fd988385acc09b740779d88fb2a9e6511defb304d8005a72084i3,ORDIMUTANT #2127,3,144432016788634,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c683b33688f808d3bb2f0fbfe68e0c425c54f2a9ea815aabb555d6320988138ai0,ORDIMUTANT #3089,0,281101330519404,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c683b33688f808d3bb2f0fbfe68e0c425c54f2a9ea815aabb555d6320988138ai1,ORDIMUTANT #3563,1,281101330519734,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c683b33688f808d3bb2f0fbfe68e0c425c54f2a9ea815aabb555d6320988138ai2,ORDIMUTANT #13,2,281101330520064,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c686e0e0f962bbd6c176d487ada406a08411d01939c7c6c3aae85fb4eb6ddf03i0,ORDIMUTANT #209,0,162064278216418,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c68d171a7390016a911b65ff27e417604cedfa7bc644bb05dc8bd964a0fd299ei0,ORDIMUTANT #445,0,281101330323364,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di0,ORDIMUTANT #3158,0,3071337180926,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di1,ORDIMUTANT #2998,1,3071337181256,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di2,ORDIMUTANT #2257,2,3071337181586,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di3,ORDIMUTANT #3482,3,3071337181916,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di4,ORDIMUTANT #1591,4,3071337182246,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di5,ORDIMUTANT #2173,5,3071337182576,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di6,ORDIMUTANT #1609,6,3071337182906,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c78b62742c523ced906be2923d47f737b3f88eb2b0032ddc884bd0c275c7ae9di7,ORDIMUTANT #46,7,3071337183236,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
c8179edb0819c2dfe205d4f245c2174ec3e8cf565e285ed26a8cfe534028f677i0,ORDIMUTANT #3500,0,898102537705415,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c8179edb0819c2dfe205d4f245c2174ec3e8cf565e285ed26a8cfe534028f677i1,ORDIMUTANT #2340,1,898102537705745,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c81d75ff455119a2fc7a3dfabe3de43d8b13d4f80fd6a86ee598863b60cba5ffi0,ORDIMUTANT #4119,0,281101330027984,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c81d75ff455119a2fc7a3dfabe3de43d8b13d4f80fd6a86ee598863b60cba5ffi1,ORDIMUTANT #3292,1,281101330028314,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c8382cf9e6f1313989858698e6eca75299fb4578c3ce4c308d80f9c873dda114i0,ORDIMUTANT OG#152,0,1688421249999999,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
c8551df01db16cffc993b9f84eda8d5afc4a212ab21564170752740f2900181ai0,ORDIMUTANT #54,0,144432016770154,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c8551df01db16cffc993b9f84eda8d5afc4a212ab21564170752740f2900181ai1,ORDIMUTANT #3149,1,144432016770484,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c8b7e54186bad6653888439f91dfbd3cffb908cf1b64e9c6f96c4ca8211a52d4i0,ORDIMUTANT #2703,0,162064278245458,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c8b7e54186bad6653888439f91dfbd3cffb908cf1b64e9c6f96c4ca8211a52d4i1,ORDIMUTANT #688,1,162064278245788,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c8b7e54186bad6653888439f91dfbd3cffb908cf1b64e9c6f96c4ca8211a52d4i2,ORDIMUTANT #179,2,162064278246118,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
c8c5202070772d7c1291df27fdb8097e879ebb3fab13fe96119c6090a26e9150i0,ORDIMUTANT OG#57,0,45536076331,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
c8c62bf8646d1b1070555169c720fe16d05a800a03b7a0810d2faf19afe031c3i0,ORDIMUTANT #3062,0,281101330305214,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c8d177f2173d431c7b6b0c06bf40e6155b857bca03b5c790e3ab15e524f00883i0,ORDIMUTANT #1192,0,385522892725563,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
c8d7cd407db621250ce401926b253de7f70c445dc5464b5fefc1925f32249a6ci0,ORDIMUTANT #455,0,898102537740395,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c9592460137f52fd5b271795d7309518037eaf25a9cd95e449888b984d551fcci0,ORDIMUTANT #1897,0,806066450208689,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
c9592460137f52fd5b271795d7309518037eaf25a9cd95e449888b984d551fcci1,ORDIMUTANT #4085,1,806066450209019,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i0,ORDIMUTANT #600,0,281101330512804,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i1,ORDIMUTANT #3423,1,281101330513134,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i3,ORDIMUTANT #1621,3,281101330513794,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i4,ORDIMUTANT #4070,4,281101330514124,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i5,ORDIMUTANT #501,5,281101330514454,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i6,ORDIMUTANT #1069,6,281101330514784,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i7,ORDIMUTANT #2457,7,281101330515114,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9c99b545e356045af62dd7ef8074a81b4e2c521928f6f288101ad45d3111d68i0,ORDIMUTANT #1107,0,281101330509834,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c9fb53b37c63adf6537c6270f8b89674c6960ae2887ce91c6ce5bb0abdb491bci0,ORDIMUTANT #421,0,1430690171729,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
c9fb53b37c63adf6537c6270f8b89674c6960ae2887ce91c6ce5bb0abdb491bci1,ORDIMUTANT #3132,1,1430690172059,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
ca2e23db71f9713e987bbb380fca5d468113638f8238e988dd63498b4e2f166ei0,ORDIMUTANT #2729,0,3071337234056,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
ca7106c2266e2d25fd8e22d50034d261f6cc9e519206521736bf2fd88b1832dai4,ORDIMUTANT #528,4,3330194912199,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
ca7106c2266e2d25fd8e22d50034d261f6cc9e519206521736bf2fd88b1832dai5,ORDIMUTANT #2278,5,3330194912529,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
ca7106c2266e2d25fd8e22d50034d261f6cc9e519206521736bf2fd88b1832dai6,ORDIMUTANT #2265,6,3330194912859,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i2,ORDIMUTANT #3869,2,3330194918469,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i3,ORDIMUTANT #66,3,3330194918799,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i4,ORDIMUTANT #2955,4,3330194919129,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i5,ORDIMUTANT #2204,5,3330194919459,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i6,ORDIMUTANT #1063,6,3330194919789,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i7,ORDIMUTANT #669,7,3330194920119,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb66ff1776db1e0753c8edcc29ed1a72e4c73046e46bc80203ae6f3b415d6a78i0,ORDIMUTANT #288,0,3071337218876,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cbd018a34e4b6c82f77f3a4bae7d994b2d4688e2ac69941d733f11b3d285743di0,ORDIMUTANT OG#40,0,45536076348,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
cc39a67b7562893ece4b9eeb02f033a02e6d2bf03c661e67ea2d90beb04f6d5ci0,ORDIMUTANT #4309,0,1982195624999999,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
cc407c3f7266e278456ea6513f252ad7c969fbea5cf4f5d06a3c992d4828ad0ai0,ORDIMUTANT #562,0,281101330007194,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cc407c3f7266e278456ea6513f252ad7c969fbea5cf4f5d06a3c992d4828ad0ai1,ORDIMUTANT #627,1,281101330007524,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cc693971bc116ecc7620718e77557117e132dbbb53293fe5bc649cc301038f2di0,ORDIMUTANT #802,0,823859379861678,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
cc693971bc116ecc7620718e77557117e132dbbb53293fe5bc649cc301038f2di1,ORDIMUTANT #2038,1,823859379862008,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
cc693971bc116ecc7620718e77557117e132dbbb53293fe5bc649cc301038f2di2,ORDIMUTANT #713,2,823859379862338,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
ccad2f0ffd8f47388f92a76259345b11d49a93423831ee5a59bce9a8df55e5e9i0,ORDIMUTANT #1708,0,281101330025014,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cda7ff63b4fac468a8f3a9aad0d5dc38d4f547141b3cafb64761fac9bd051755i0,ORDIMUTANT #3268,0,281101329993004,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cda7ff63b4fac468a8f3a9aad0d5dc38d4f547141b3cafb64761fac9bd051755i1,ORDIMUTANT #3558,1,281101329993334,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cda7ff63b4fac468a8f3a9aad0d5dc38d4f547141b3cafb64761fac9bd051755i2,ORDIMUTANT #842,2,281101329993664,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cda7ff63b4fac468a8f3a9aad0d5dc38d4f547141b3cafb64761fac9bd051755i3,ORDIMUTANT #2824,3,281101329993994,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cda7ff63b4fac468a8f3a9aad0d5dc38d4f547141b3cafb64761fac9bd051755i4,ORDIMUTANT #3752,4,281101329994324,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ce806f443740d76dce012b9110d83a4e95957dc40c25109e2aebb0a2bfefe8a1i0,ORDIMUTANT #582,0,898102537751615,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
ce806f443740d76dce012b9110d83a4e95957dc40c25109e2aebb0a2bfefe8a1i1,ORDIMUTANT #2904,1,898102537751945,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
ce806f443740d76dce012b9110d83a4e95957dc40c25109e2aebb0a2bfefe8a1i2,ORDIMUTANT #292,2,898102537752275,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci1,ORDIMUTANT #3203,1,281101329990364,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci2,ORDIMUTANT #129,2,281101329990694,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci3,ORDIMUTANT #1592,3,281101329991024,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci4,ORDIMUTANT #2496,4,281101329991354,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci5,ORDIMUTANT #1429,5,281101329991684,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci6,ORDIMUTANT #169,6,281101329992014,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci7,ORDIMUTANT #4204,7,281101329992344,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci8,ORDIMUTANT #4186,8,281101329992674,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
d05fa04ad0aabcdeef6ef18108b52509f3088ee6fa5341a07e00cec0de0b020di0,ORDIMUTANT #1264,0,3330194930019,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
d05fa04ad0aabcdeef6ef18108b52509f3088ee6fa5341a07e00cec0de0b020di1,ORDIMUTANT #1029,1,3330194930349,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
d05fa04ad0aabcdeef6ef18108b52509f3088ee6fa5341a07e00cec0de0b020di2,ORDIMUTANT #1672,2,3330194930679,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
d07e23a14803c12fcffc48945bafe80da61b64d6ec04fe79b9892ff6fc33df9ci0,ORDIMUTANT #529,0,898102537746665,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
d12c24c98dc2f8c2cc14071b9a300a87b15b76d3cca3b3d1059ac6d4b599ae10i0,ORDIMUTANT #285,0,898102537750955,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
d137f42d30fa3b85cb146787e158d08197b8892a779ab9103aa39d10b9b1a756i0,ORDIMUTANT #2550,0,806066450194829,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
d16add85e95e84608d6d206bc9ec17dff0f2dcae852e1059967ea9334c9c479ci1,ORDIMUTANT #3999,1,281101330327324,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
d16add85e95e84608d6d206bc9ec17dff0f2dcae852e1059967ea9334c9c479ci2,ORDIMUTANT #3146,2,281101330327654,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
d16add85e95e84608d6d206bc9ec17dff0f2dcae852e1059967ea9334c9c479ci3,ORDIMUTANT #2645,3,281101330327984,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
d1b381fbff5d8edb6d5eb6a0f88b11056f71ac8f5ef673927d8252c807c32993i0,ORDIMUTANT #3367,0,281101330494654,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
d1b381fbff5d8edb6d5eb6a0f88b11056f71ac8f5ef673927d8252c807c32993i1,ORDIMUTANT #44,1,281101330494984,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
d247d7f2db75f6792c6861e529faa9fccf10777440cb6274d9d9ee5089c7ef5ci0,ORDIMUTANT OG#20,0,45536076370,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
d43a63c0a505b67b9e94f1ca3e2af22138bb50ebf4aa75a338f73a7566b31b18i0,ORDIMUTANT #2556,0,162064278255028,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci0,ORDIMUTANT #4042,0,385522892704443,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci1,ORDIMUTANT #771,1,385522892704773,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci2,ORDIMUTANT #2471,2,385522892705103,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci4,ORDIMUTANT #473,4,385522892705763,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci5,ORDIMUTANT #516,5,385522892706093,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci6,ORDIMUTANT #2380,6,385522892706423,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
d46b5ba887c39de83b9f7c9fe17e27ba7aa911b4e1d00c1c3117534679a7dab3i0,ORDIMUTANT #3725,0,898102537775375,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
